================================================================================
UDP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
10.11.11.94:58110          <-> 10.11.11.11:53                   1 87 bytes        1 71 bytes        2 158 bytes    83.612125000         4.0771
10.11.11.94:60760          <-> 10.11.11.11:53                   1 155 bytes       1 84 bytes        2 239 bytes    84.494371000         1.1877
10.11.11.94:36440          <-> 10.11.11.11:53                   1 98 bytes        1 71 bytes        2 169 bytes    84.615117000         3.0739
10.11.11.11:62841          <-> 216.239.32.108:53                1 113 bytes       1 81 bytes        2 194 bytes    84.617755000         0.0294
10.11.11.94:35124          <-> 10.11.11.11:53                   1 155 bytes       1 84 bytes        2 239 bytes    85.494116000         0.1880
10.11.11.94:35867          <-> 10.11.11.11:53                   1 98 bytes        1 71 bytes        2 169 bytes    85.616794000         2.0723
10.11.11.11:62653          <-> 216.239.38.10:53                 1 120 bytes       1 104 bytes       2 224 bytes    85.632196000         0.0319
10.11.11.94:58318          <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes    86.496149000         0.0002
10.11.11.94:37794          <-> 10.11.11.11:53                   1 98 bytes        1 71 bytes        2 169 bytes    86.621123000         1.0680
10.11.11.94:60067          <-> 10.11.11.11:53                   1 98 bytes        1 71 bytes        2 169 bytes    87.619192000         0.0700
10.11.11.11:61083          <-> 216.239.38.10:53                 1 98 bytes        1 82 bytes        2 180 bytes    87.659647000         0.0293
10.11.11.94:38281          <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes    87.661690000         4.0838
10.11.11.94:50922          <-> 10.11.11.11:53                   1 155 bytes       1 84 bytes        2 239 bytes    88.663398000         3.0818
10.11.11.94:59216          <-> 10.11.11.11:53                   1 155 bytes       1 84 bytes        2 239 bytes    89.665919000         2.0794
10.11.11.11:60952          <-> 205.251.196.81:53                1 301 bytes       1 100 bytes       2 401 bytes    89.687898000         0.0308
10.11.11.94:51738          <-> 10.11.11.11:53                   1 155 bytes       1 84 bytes        2 239 bytes    90.667367000         1.0780
10.11.11.11:61362          <-> 95.100.168.65:53                 1 130 bytes       1 97 bytes        2 227 bytes    90.701645000         0.0209
10.11.11.94:50724          <-> 10.11.11.11:53                   1 155 bytes       1 84 bytes        2 239 bytes    91.669437000         0.0759
10.11.11.11:61752          <-> 216.239.38.10:53                 1 120 bytes       1 104 bytes       2 224 bytes    91.715629000         0.0295
10.11.11.11:61232          <-> 205.251.192.179:53               1 263 bytes       1 86 bytes        2 349 bytes    93.743576000         0.0257
10.11.11.11:62479          <-> 69.192.7.31:53                   1 109 bytes       1 93 bytes        2 202 bytes    94.757581000         0.0196
10.11.11.11:62610          <-> 205.251.193.162:53               1 237 bytes       1 100 bytes       2 337 bytes    97.799481000         0.0223
10.11.11.11:63258          <-> 205.251.192.146:53               1 378 bytes       1 92 bytes        2 470 bytes   101.856554000         0.0218
10.11.11.11:63254          <-> 205.251.196.144:53               1 301 bytes       1 100 bytes       2 401 bytes   105.911384000         0.0356
10.11.11.179:49841         <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes   106.412259000         0.0001
10.11.11.179:58222         <-> 10.11.11.11:53                   1 90 bytes        1 74 bytes        2 164 bytes   106.627132000         0.0001
10.11.11.179:64429         <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes   106.639803000         0.0002
10.11.11.11:62075          <-> 192.33.14.30:53                  1 789 bytes       1 87 bytes        2 876 bytes   109.967457000         0.0567
10.11.11.11:61749          <-> 66.235.157.7:53                  1 209 bytes       1 93 bytes        2 302 bytes   109.967552000         0.0639
10.11.11.11:61169          <-> 198.181.116.9:53                 1 119 bytes       1 87 bytes        2 206 bytes   109.967658000         0.0369
10.11.11.11:62220          <-> 205.251.194.129:53               1 248 bytes       1 86 bytes        2 334 bytes   109.967909000         0.0764
10.11.11.11:61926          <-> 23.235.36.32:53                  1 184 bytes       1 96 bytes        2 280 bytes   109.968041000         0.0364
10.11.11.11:62686          <-> 23.73.180.141:53                 1 123 bytes       1 91 bytes        2 214 bytes   109.968160000         0.0562
10.11.11.11:60903          <-> 198.51.45.73:53                  1 136 bytes       1 92 bytes        2 228 bytes   109.968276000         0.0357
10.11.11.11:62808          <-> 216.239.38.10:53                 1 126 bytes       1 89 bytes        2 215 bytes   109.968374000         0.0408
10.11.11.11:63106          <-> 69.171.255.11:53                 1 129 bytes       1 92 bytes        2 221 bytes   109.968467000         0.0762
10.11.11.11:61908          <-> 198.51.44.8:53                   1 245 bytes       1 99 bytes        2 344 bytes   109.968558000         0.0357
10.11.11.11:63127          <-> 23.212.53.45:53                  1 110 bytes       1 94 bytes        2 204 bytes   109.968756000         0.0356
10.11.11.11:63111          <-> 216.239.32.109:53                1 122 bytes       1 93 bytes        2 215 bytes   109.968880000         0.0412
10.11.11.11:62946          <-> 205.251.195.192:53               1 260 bytes       1 84 bytes        2 344 bytes   109.968987000         0.0757
10.11.11.11:61438          <-> 216.239.38.10:53                 1 104 bytes       1 88 bytes        2 192 bytes   109.969069000         0.0411
10.11.11.11:63040          <-> 205.251.193.117:53               1 264 bytes       1 87 bytes        2 351 bytes   110.024464000         0.0270
10.11.11.179:56475         <-> 10.11.11.11:53                   1 132 bytes       1 81 bytes        2 213 bytes   110.453938000         0.0002
10.11.11.11:62546          <-> 68.180.131.16:53                 1 359 bytes       1 94 bytes        2 453 bytes   110.981397000         0.0401
10.11.11.11:60945          <-> 198.51.45.72:53                  1 258 bytes       1 92 bytes        2 350 bytes   110.981589000         0.0212
10.11.11.200:51389         <-> 10.11.11.11:53                   1 211 bytes       1 133 bytes       2 344 bytes   113.738829000         0.0002
10.11.11.200:61832         <-> 10.11.11.11:53                   1 180 bytes       1 102 bytes       2 282 bytes   113.741042000         0.0002
10.11.11.11:62528          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   114.024323000         0.0277
10.11.11.11:61943          <-> 209.107.211.4:53                 1 136 bytes       1 101 bytes       2 237 bytes   114.024468000         0.0273
10.11.11.11:61999          <-> 205.251.194.129:53               1 279 bytes       1 102 bytes       2 381 bytes   114.024620000         0.0646
10.11.11.11:60242          <-> 216.239.32.110:53                1 102 bytes       1 86 bytes        2 188 bytes   114.024724000         0.0331
10.11.11.11:63237          <-> 205.251.197.145:53               1 256 bytes       1 93 bytes        2 349 bytes   114.024828000         0.0275
10.11.11.11:60953          <-> 204.237.204.118:53               1 112 bytes       1 96 bytes        2 208 bytes   114.024944000         0.0283
10.11.11.11:61412          <-> 205.251.194.154:53               1 237 bytes       1 100 bytes       2 337 bytes   114.025032000         0.0649
10.11.11.11:62720          <-> 205.251.194.129:53               1 349 bytes       1 86 bytes        2 435 bytes   114.025128000         0.0646
10.11.11.11:63182          <-> 216.239.38.10:53                 1 158 bytes       1 94 bytes        2 252 bytes   114.025292000         0.0333
10.11.11.11:63336          <-> 104.156.80.32:53                 1 185 bytes       1 97 bytes        2 282 bytes   114.025371000         0.0278
10.11.11.11:63080          <-> 173.245.58.248:53                1 111 bytes       1 79 bytes        2 190 bytes   115.037415000         0.0226
10.11.11.11:61382          <-> 205.251.192.179:53               1 289 bytes       1 90 bytes        2 379 bytes   115.037511000         0.0218
10.11.11.11:62385          <-> 205.251.196.95:53                1 320 bytes       1 135 bytes       2 455 bytes   117.065695000         0.0210
10.11.11.11:63259          <-> 205.251.194.195:53               1 367 bytes       1 81 bytes        2 448 bytes   117.065811000         0.0659
10.11.11.11:62370          <-> 216.239.38.109:53                1 112 bytes       1 96 bytes        2 208 bytes   117.065918000         0.0469
10.11.11.145:35293         <-> 8.8.8.8:53                       1 104 bytes       1 72 bytes        2 176 bytes   118.079887000         0.0187
10.11.11.11:61158          <-> 205.251.195.243:53               1 291 bytes       1 122 bytes       2 413 bytes   119.093081000         0.0676
10.11.11.11:61190          <-> 205.251.195.243:53               1 291 bytes       1 122 bytes       2 413 bytes   119.093247000         0.0762
10.11.11.11:62588          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   120.125264000         0.0268
10.11.11.179:55898         <-> 10.11.11.11:53                   1 216 bytes       1 87 bytes        2 303 bytes   120.584429000         0.5821
10.11.11.11:61984          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   121.139401000         0.0271
10.11.11.11:62077          <-> 205.251.196.10:53                1 301 bytes       1 100 bytes       2 401 bytes   121.139549000         0.0299
10.11.11.11:61649          <-> 192.48.79.30:53                  1 892 bytes       1 95 bytes        2 987 bytes   121.139959000         0.0649
10.11.11.11:62197          <-> 205.251.194.129:53               1 308 bytes       1 94 bytes        2 402 bytes   121.140082000         0.0663
10.11.11.11:63370          <-> 104.124.61.31:53                 1 123 bytes       1 91 bytes        2 214 bytes   121.140745000         0.0256
10.11.11.11:62262          <-> 192.35.177.10:53                 1 161 bytes       1 102 bytes       2 263 bytes   121.140876000         0.0677
10.11.11.195:60560         <-> 10.11.11.11:53                   1 99 bytes        1 83 bytes        2 182 bytes   122.398011000         0.0002
10.11.11.11:62125          <-> 198.51.45.73:53                  1 151 bytes       1 107 bytes       2 258 bytes   123.195727000         0.0266
10.11.11.11:62262          <-> 198.51.45.71:53                  1 133 bytes       1 90 bytes        2 223 bytes   123.196048000         0.0331
10.11.11.11:62252          <-> 205.251.193.122:53               1 282 bytes       1 81 bytes        2 363 bytes   123.196176000         0.0333
10.11.11.11:62853          <-> 205.251.194.227:53               1 378 bytes       1 92 bytes        2 470 bytes   125.239516000         0.0625
10.11.11.11:63235          <-> 198.181.116.9:53                 1 152 bytes       1 99 bytes        2 251 bytes   125.239598000         0.0255
10.11.11.11:61848          <-> 173.245.59.245:53                1 99 bytes        1 83 bytes        2 182 bytes   125.239746000         0.0251
10.11.11.11:61831          <-> 173.245.59.245:53                1 99 bytes        1 83 bytes        2 182 bytes   125.239822000         0.0243
10.11.11.11:63187          <-> 205.251.196.95:53                1 306 bytes       1 137 bytes       2 443 bytes   125.239940000         0.0234
10.11.11.11:61143          <-> 66.171.225.69:53                 1 123 bytes       1 91 bytes        2 214 bytes   125.240049000         0.0287
10.11.11.11:61555          <-> 104.124.61.31:53                 1 123 bytes       1 91 bytes        2 214 bytes   125.240147000         0.0222
10.11.11.11:61384          <-> 35.224.88.152:53                 1 94 bytes        1 89 bytes        2 183 bytes   125.264386000         0.0544
10.11.11.11:61167          <-> 35.224.88.152:53                 1 94 bytes        1 78 bytes        2 172 bytes   125.264954000         0.0540
10.11.11.179:64336         <-> 10.11.11.11:53                   1 102 bytes       1 86 bytes        2 188 bytes   125.463194000         0.0002
10.11.11.11:62859          <-> 74.208.11.80:53                  1 265 bytes       1 94 bytes        2 359 bytes   126.253372000         0.0981
10.11.11.11:61057          <-> 173.245.59.182:53                1 278 bytes       1 88 bytes        2 366 bytes   127.267420000         0.0358
10.11.11.11:61355          <-> 205.251.192.114:53               1 301 bytes       1 100 bytes       2 401 bytes   127.267636000         0.0366
10.11.11.11:61507          <-> 216.239.38.10:53                 1 106 bytes       1 90 bytes        2 196 bytes   127.267743000         0.0315
10.11.11.11:62151          <-> 173.245.59.182:53                1 278 bytes       1 91 bytes        2 369 bytes   127.267832000         0.0251
10.11.11.11:61692          <-> 173.245.59.182:53                1 163 bytes       1 83 bytes        2 246 bytes   127.267909000         0.0364
10.11.11.11:62535          <-> 216.239.38.10:53                 1 107 bytes       1 91 bytes        2 198 bytes   127.268005000         0.0360
10.11.11.11:62118          <-> 173.245.58.55:53                 1 104 bytes       1 88 bytes        2 192 bytes   127.268091000         0.0249
10.11.11.11:62990          <-> 198.51.44.2:53                   1 137 bytes       1 91 bytes        2 228 bytes   127.268190000         0.0247
10.11.11.11:61027          <-> 205.251.197.10:53                1 301 bytes       1 100 bytes       2 401 bytes   127.268482000         0.0466
10.11.11.179:54990         <-> 10.11.11.11:53                   1 89 bytes        1 73 bytes        2 162 bytes   127.381793000         0.0001
10.11.11.195:57135         <-> 10.11.11.11:53                   1 128 bytes       1 80 bytes        2 208 bytes   127.460393000         0.0002
10.11.11.217:58811         <-> 10.11.11.11:53                   1 90 bytes        1 74 bytes        2 164 bytes   127.799608000         0.0065
10.11.11.11:62302          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   128.281294000         0.0218
10.11.11.11:63343          <-> 173.245.58.55:53                 1 99 bytes        1 83 bytes        2 182 bytes   129.295235000         0.0297
10.11.11.11:62243          <-> 198.51.45.73:53                  1 148 bytes       1 87 bytes        2 235 bytes   129.295454000         0.0271
10.11.11.11:61755          <-> 205.251.196.95:53                1 324 bytes       1 139 bytes       2 463 bytes   131.323359000         0.0366
10.11.11.11:62556          <-> 104.156.84.32:53                 1 195 bytes       1 107 bytes       2 302 bytes   131.323469000         0.0329
10.11.11.11:62991          <-> 173.245.59.245:53                1 102 bytes       1 86 bytes        2 188 bytes   131.323562000         0.0344
10.11.11.11:61098          <-> 205.251.193.118:53               1 291 bytes       1 90 bytes        2 381 bytes   131.323674000         0.0362
10.11.11.11:62448          <-> 205.251.194.129:53               1 271 bytes       1 95 bytes        2 366 bytes   131.323759000         0.0702
10.11.11.11:61497          <-> 216.239.38.10:53                 1 147 bytes       1 91 bytes        2 238 bytes   131.323896000         0.0393
10.11.11.11:62016          <-> 216.239.38.10:53                 1 140 bytes       1 88 bytes        2 228 bytes   131.324020000         0.0390
10.11.11.179:50791         <-> 10.11.11.11:53                   1 213 bytes       1 91 bytes        2 304 bytes   131.490815000         0.0002
10.11.11.11:61780          <-> 216.239.38.10:53                 1 156 bytes       1 100 bytes       2 256 bytes   132.337334000         0.0323
10.11.11.11:63167          <-> 216.239.38.10:53                 1 113 bytes       1 97 bytes        2 210 bytes   132.337479000         0.0324
10.11.11.217:52628         <-> 10.11.11.11:53                   1 90 bytes        1 74 bytes        2 164 bytes   132.612327000         0.0002
10.11.11.11:63286          <-> 173.245.58.241:53                1 286 bytes       1 99 bytes        2 385 bytes   133.351878000         0.0212
10.11.11.195:60095         <-> 10.11.11.11:53                   1 159 bytes       1 81 bytes        2 240 bytes   134.390832000         0.0002
10.11.11.11:62005          <-> 216.239.38.10:53                 1 112 bytes       1 96 bytes        2 208 bytes   135.379475000         0.0267
10.11.11.11:61446          <-> 216.239.38.10:53                 1 113 bytes       1 97 bytes        2 210 bytes   135.379565000         0.0263
10.11.11.11:62594          <-> 192.36.148.17:53                 1 848 bytes       1 93 bytes        2 941 bytes   135.379741000         0.0594
10.11.11.11:61493          <-> 205.251.194.129:53               1 289 bytes       1 88 bytes        2 377 bytes   135.379832000         0.0614
10.11.11.11:62590          <-> 216.239.38.10:53                 1 113 bytes       1 97 bytes        2 210 bytes   136.393141000         0.0280
10.11.11.11:61707          <-> 192.33.14.30:53                  1 791 bytes       1 90 bytes        2 881 bytes   136.393331000         0.0558
10.11.11.11:61628          <-> 205.251.192.45:53                1 261 bytes       1 90 bytes        2 351 bytes   136.449423000         0.0211
10.11.11.11:62468          <-> 156.154.101.3:53                 1 748 bytes       1 93 bytes        2 841 bytes   139.435219000         0.0251
10.11.11.11:62826          <-> 205.251.196.95:53                1 293 bytes       1 124 bytes       2 417 bytes   139.435324000         0.0228
10.11.11.11:61959          <-> 216.239.38.10:53                 1 139 bytes       1 98 bytes        2 237 bytes   139.435418000         0.0294
10.11.11.11:63311          <-> 192.43.172.30:53                 1 783 bytes       1 95 bytes        2 878 bytes   140.449197000         0.0605
10.11.11.11:61452          <-> 173.245.58.123:53                1 111 bytes       1 95 bytes        2 206 bytes   140.509893000         0.0294
10.11.11.217:49303         <-> 10.11.11.11:53                   1 96 bytes        1 80 bytes        2 176 bytes   140.900966000         0.0002
10.11.11.217:52404         <-> 10.11.11.11:53                   1 95 bytes        1 79 bytes        2 174 bytes   140.907553000         0.0002
10.11.11.217:52261         <-> 10.11.11.11:53                   1 141 bytes       1 85 bytes        2 226 bytes   141.315433000         0.0002
10.11.11.217:53574         <-> 10.11.11.11:53                   1 128 bytes       1 80 bytes        2 208 bytes   141.325253000         0.0002
10.11.11.217:64597         <-> 10.11.11.11:53                   1 129 bytes       1 77 bytes        2 206 bytes   141.340909000         0.0002
10.11.11.217:49701         <-> 10.11.11.11:53                   1 144 bytes       1 84 bytes        2 228 bytes   141.379311000         0.0002
10.11.11.11:62756          <-> 88.221.81.192:53                 1 125 bytes       1 93 bytes        2 218 bytes   141.463117000         0.0485
10.11.11.217:54275         <-> 10.11.11.11:53                   1 136 bytes       1 80 bytes        2 216 bytes   141.608859000         0.0002
10.11.11.217:60740         <-> 10.11.11.11:53                   1 132 bytes       1 90 bytes        2 222 bytes   141.609032000         0.0002
10.11.11.195:57645         <-> 10.11.11.11:53                   1 87 bytes        1 76 bytes        2 163 bytes   143.379196000         0.1118
10.11.11.11:61292          <-> 192.5.5.241:53                   1 826 bytes       1 90 bytes        2 916 bytes   143.491283000         0.0216
10.11.11.11:61595          <-> 205.251.196.135:53               1 301 bytes       1 100 bytes       2 401 bytes   143.491580000         0.0295
10.11.11.11:62098          <-> 216.239.36.109:53                1 109 bytes       1 93 bytes        2 202 bytes   143.491691000         0.0478
10.11.11.11:63163          <-> 156.154.128.65:53                1 994 bytes       1 90 bytes        2 1084 bytes   143.513171000         0.0599
10.11.11.11:61403          <-> 205.251.192.45:53                1 272 bytes       1 90 bytes        2 362 bytes   144.505677000         0.0251
10.11.11.11:62369          <-> 192.35.51.30:53                  1 826 bytes       1 80 bytes        2 906 bytes   144.505844000         0.0608
10.11.11.11:60912          <-> 192.31.80.30:53                  1 895 bytes       1 92 bytes        2 987 bytes   144.505981000         0.0559
10.11.11.11:61044          <-> 216.239.38.10:53                 1 101 bytes       1 85 bytes        2 186 bytes   144.506068000         0.0278
10.11.11.11:62865          <-> 199.7.68.1:53                    1 135 bytes       1 92 bytes        2 227 bytes   144.562133000         0.0227
10.11.11.11:61692          <-> 192.0.74.5:53                    1 96 bytes        1 80 bytes        2 176 bytes   144.566956000         0.0225
10.11.11.11:62066          <-> 216.239.38.10:53                 1 155 bytes       1 95 bytes        2 250 bytes   145.519130000         0.0266
10.11.11.11:61066          <-> 216.239.32.110:53                1 105 bytes       1 89 bytes        2 194 bytes   147.547080000         0.0354
10.11.11.11:62631          <-> 185.24.64.45:53                  1 717 bytes       1 89 bytes        2 806 bytes   147.547232000         0.1865
10.11.11.11:62272          <-> 205.251.193.164:53               1 301 bytes       1 100 bytes       2 401 bytes   147.547531000         0.0312
10.11.11.11:62054          <-> 192.48.79.30:53                  1 893 bytes       1 106 bytes       2 999 bytes   148.560907000         0.0642
10.11.11.11:61443          <-> 205.251.193.162:53               1 236 bytes       1 100 bytes       2 336 bytes   148.561113000         0.0245
10.11.11.11:61169          <-> 192.31.80.30:53                  1 1030 bytes       1 91 bytes        2 1121 bytes   148.561273000         0.0585
10.11.11.11:61508          <-> 216.239.38.10:53                 1 105 bytes       1 89 bytes        2 194 bytes   148.561409000         0.0299
10.11.11.11:61676          <-> 216.239.38.10:53                 1 130 bytes       1 90 bytes        2 220 bytes   148.561525000         0.0346
10.11.11.11:62550          <-> 205.251.192.97:53                1 344 bytes       1 106 bytes       2 450 bytes   148.625290000         0.0162
10.11.11.195:62100         <-> 10.11.11.11:53                   1 159 bytes       1 81 bytes        2 240 bytes   149.403809000         0.0002
10.11.11.195:50229         <-> 10.11.11.11:53                   1 93 bytes        1 82 bytes        2 175 bytes   149.503098000         0.0718
10.11.11.11:61653          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   149.575124000         0.0244
10.11.11.11:62895          <-> 216.239.38.10:53                 1 120 bytes       1 104 bytes       2 224 bytes   149.575234000         0.0296
10.11.11.217:59094         <-> 10.11.11.11:53                   1 169 bytes       1 83 bytes        2 252 bytes   149.802123000         0.0002
10.11.11.11:63324          <-> 192.26.92.30:53                  1 908 bytes       1 90 bytes        2 998 bytes   151.603120000         0.0608
10.11.11.11:62568          <-> 199.249.112.1:53                 1 855 bytes       1 92 bytes        2 947 bytes   152.616868000         0.0322
10.11.11.11:61079          <-> 208.80.124.4:53                  1 144 bytes       1 91 bytes        2 235 bytes   152.617026000         0.0322
10.11.11.11:62706          <-> 216.239.38.10:53                 1 113 bytes       1 97 bytes        2 210 bytes   152.617291000         0.0348
10.11.11.11:62229          <-> 192.33.14.30:53                  1 910 bytes       1 91 bytes        2 1001 bytes   155.658882000         0.0684
10.11.11.11:63045          <-> 216.239.32.114:53                1 287 bytes       1 84 bytes        2 371 bytes   156.673177000         0.0246
10.11.11.11:62785          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   157.686737000         0.0233
10.11.11.11:62757          <-> 205.251.197.82:53                1 377 bytes       1 91 bytes        2 468 bytes   158.700854000         0.0238
10.11.11.11:62535          <-> 205.251.194.144:53               1 353 bytes       1 85 bytes        2 438 bytes   158.724963000         0.0670
10.11.11.11:62164          <-> 205.251.196.28:53                1 300 bytes       1 99 bytes        2 399 bytes   159.722733000         0.0251
10.11.11.11:62385          <-> 205.251.192.190:53               1 378 bytes       1 92 bytes        2 470 bytes   160.728699000         0.0216
10.11.11.11:61193          <-> 216.239.38.10:53                 1 108 bytes       1 92 bytes        2 200 bytes   160.729061000         0.0328
10.11.11.11:61972          <-> 192.54.112.30:53                 1 663 bytes       1 110 bytes       2 773 bytes   160.729244000         0.0643
10.11.11.11:62577          <-> 192.33.14.30:53                  1 712 bytes       1 86 bytes        2 798 bytes   161.742873000         0.0632
10.11.11.11:61264          <-> 188.95.248.72:53                 1 179 bytes       1 86 bytes        2 265 bytes   161.806283000         0.1788
10.11.11.11:61897          <-> 205.251.197.245:53               1 252 bytes       1 100 bytes       2 352 bytes   162.756721000         0.0212
10.11.11.217:51912         <-> 10.11.11.11:53                   1 144 bytes       1 85 bytes        2 229 bytes   163.853224000         0.0002
10.11.11.217:62306         <-> 10.11.11.11:53                   1 145 bytes       1 89 bytes        2 234 bytes   164.532368000         0.0002
10.11.11.217:49931         <-> 10.11.11.11:53                   1 128 bytes       1 87 bytes        2 215 bytes   164.535652000         0.0002
10.11.11.11:62963          <-> 69.171.239.12:53                 1 375 bytes       1 93 bytes        2 468 bytes   164.784560000         0.0230
10.11.11.195:49461         <-> 10.11.11.11:53                   1 100 bytes       1 89 bytes        2 189 bytes   165.733262000         0.0653
10.11.11.11:61107          <-> 199.7.68.1:53                    1 225 bytes       1 92 bytes        2 317 bytes   167.826541000         0.0233
10.11.11.11:63151          <-> 192.54.112.30:53                 1 791 bytes       1 89 bytes        2 880 bytes   167.826706000         0.0688
10.11.11.11:62234          <-> 192.35.51.30:53                  1 831 bytes       1 97 bytes        2 928 bytes   167.826835000         0.0669
10.11.11.11:63191          <-> 192.26.92.30:53                  1 713 bytes       1 82 bytes        2 795 bytes   167.827001000         0.0619
10.11.11.11:61311          <-> 216.239.38.10:53                 1 136 bytes       1 82 bytes        2 218 bytes   167.890001000         0.0269
10.11.11.11:62993          <-> 204.11.110.93:53                 1 151 bytes       1 97 bytes        2 248 bytes   167.893974000         0.0551
10.11.11.11:61210          <-> 205.251.195.176:53               1 176 bytes       1 89 bytes        2 265 bytes   167.895800000         0.0591
10.11.11.11:61242          <-> 192.26.92.30:53                  1 722 bytes       1 87 bytes        2 809 bytes   168.840693000         0.0641
10.11.11.11:62685          <-> 192.26.92.30:53                  1 782 bytes       1 86 bytes        2 868 bytes   168.840849000         0.0623
10.11.11.11:61284          <-> 192.26.92.30:53                  1 991 bytes       1 94 bytes        2 1085 bytes   168.840985000         0.0571
10.11.11.11:63309          <-> 199.7.91.13:53                   1 958 bytes       1 83 bytes        2 1041 bytes   168.841113000         0.0242
10.11.11.11:61206          <-> 205.251.192.250:53               1 254 bytes       1 95 bytes        2 349 bytes   168.841211000         0.0239
10.11.11.11:62981          <-> 192.52.178.30:53                 1 883 bytes       1 86 bytes        2 969 bytes   168.841332000         0.0636
10.11.11.11:62428          <-> 192.35.51.30:53                  1 802 bytes       1 84 bytes        2 886 bytes   168.841441000         0.0611
10.11.11.11:61802          <-> 216.239.38.10:53                 1 130 bytes       1 91 bytes        2 221 bytes   168.841525000         0.0295
10.11.11.11:61984          <-> 193.108.91.128:53                1 126 bytes       1 94 bytes        2 220 bytes   168.898407000         0.0589
10.11.11.11:62436          <-> 188.42.217.171:53                1 207 bytes       1 84 bytes        2 291 bytes   168.902834000         0.1465
10.11.11.11:62744          <-> 54.83.33.158:53                  1 118 bytes       1 86 bytes        2 204 bytes   168.905191000         0.0581
10.11.11.195:58893         <-> 10.11.11.11:53                   1 87 bytes        1 76 bytes        2 163 bytes   169.814953000         0.0395
10.11.11.11:61076          <-> 192.26.92.30:53                  1 719 bytes       1 83 bytes        2 802 bytes   169.854808000         0.0593
10.11.11.11:61251          <-> 192.26.92.30:53                  1 786 bytes       1 88 bytes        2 874 bytes   171.882483000         0.0767
10.11.11.11:63075          <-> 216.239.38.10:53                 1 111 bytes       1 95 bytes        2 206 bytes   171.882618000         0.0322
10.11.11.11:62375          <-> 96.7.49.129:53                   1 163 bytes       1 111 bytes       2 274 bytes   171.882749000         0.0835
10.11.11.11:61485          <-> 205.251.192.250:53               1 181 bytes       1 92 bytes        2 273 bytes   172.896492000         0.0226
10.11.11.11:62397          <-> 192.48.79.30:53                  1 923 bytes       1 89 bytes        2 1012 bytes   172.896907000         0.0624
10.11.11.11:63380          <-> 192.52.178.30:53                 1 701 bytes       1 87 bytes        2 788 bytes   172.897032000         0.0605
10.11.11.11:62754          <-> 192.33.14.30:53                  1 703 bytes       1 89 bytes        2 792 bytes   172.897148000         0.0598
10.11.11.11:61616          <-> 198.51.44.3:53                   1 108 bytes       1 92 bytes        2 200 bytes   172.919282000         0.0300
10.11.11.11:62784          <-> 91.209.196.50:53                 1 125 bytes       1 89 bytes        2 214 bytes   172.957116000         0.0648
10.11.11.11:61335          <-> 91.212.12.50:53                  1 123 bytes       1 87 bytes        2 210 bytes   172.957689000         0.0650
10.11.11.11:63362          <-> 66.235.157.6:53                  1 150 bytes       1 89 bytes        2 239 bytes   172.959568000         0.0630
10.11.11.11:61332          <-> 198.97.190.53:53                 1 768 bytes       1 86 bytes        2 854 bytes   173.911172000         0.0761
10.11.11.11:61258          <-> 128.39.8.40:53                   1 357 bytes       1 86 bytes        2 443 bytes   173.987596000         0.1838
10.11.11.11:60958          <-> 192.33.14.30:53                  1 783 bytes       1 87 bytes        2 870 bytes   175.938759000         0.0594
10.11.11.11:61543          <-> 205.251.192.4:53                 1 240 bytes       1 89 bytes        2 329 bytes   175.938923000         0.0270
10.11.11.11:62467          <-> 216.239.38.10:53                 1 138 bytes       1 99 bytes        2 237 bytes   175.939025000         0.0326
10.11.11.11:61533          <-> 192.58.128.30:53                 1 555 bytes       1 85 bytes        2 640 bytes   175.939150000         0.0646
10.11.11.11:62751          <-> 79.136.119.20:53                 1 224 bytes       1 85 bytes        2 309 bytes   176.004058000         0.1613
10.11.11.11:62077          <-> 108.59.165.1:53                  1 495 bytes       1 78 bytes        2 573 bytes   176.953560000         0.2921
10.11.11.11:62945          <-> 151.139.255.10:53                1 170 bytes       1 96 bytes        2 266 bytes   176.953673000         0.0263
10.11.11.11:61785          <-> 151.139.255.10:53                1 159 bytes       1 85 bytes        2 244 bytes   176.953869000         0.0260
10.11.11.145:36033         <-> 8.8.8.8:53                       1 88 bytes        1 72 bytes        2 160 bytes   177.113514000         0.0228
10.11.11.11:62130          <-> 192.112.36.4:53                  1 705 bytes       1 82 bytes        2 787 bytes   177.966696000         0.1220
10.11.11.11:61733          <-> 192.31.80.30:53                  1 985 bytes       1 89 bytes        2 1074 bytes   179.994350000         0.0614
